cell_line_name,CCLE_Name,alias,COSMICID,sex,source,Achilles_n_replicates,cell_line_NNMD,culture_type,culture_medium,cas9_activity,RRID,WTSI_Master_Cell_ID,sample_collection_site,primary_or_metastasis,primary_disease,Subtype,age,Sanger_Model_ID,depmap_public_comments,lineage,lineage_subtype,lineage_sub_subtype,lineage_molecular_subtype,cell_line_name_og,depmap_id,stripped_cell_line_name
NCIH211,NCIH211_LUNG,,1240189,Female,ATCC,2,-5.076358468,Suspension,RPMI + 10% FBS,90,CVCL_1529,2107,bone_marrow,Metastasis,Lung Cancer,Small Cell Lung Cancer (SCLC),50,SIDM00704,,lung,SCLC,,,NCI-H211,ACH-000639,NCIH211
NCIH2110,NCIH2110_LUNG,,1298351,Unknown,ATCC,2,-2.470945814,,RPMI + 10% FBS,67.8,CVCL_1530,1948,pleural_effusion,Metastasis,Lung Cancer,"Non-Small Cell Lung Cancer (NSCLC), unspecified",,SIDM00703,,lung,NSCLC,,,NCI-H2110,ACH-000929,NCIH2110
NCIH2122,NCIH2122_LUNG,,722046,Female,ATCC,4,-3.060373133,Suspension,RPMI + 10% FBS,68.9,CVCL_1531,1015,pleural_effusion,Metastasis,Lung Cancer,"Non-Small Cell Lung Cancer (NSCLC), Adenocarcinoma",46,SIDM00702,,lung,NSCLC,NSCLC_adenocarcinoma,,NCI-H2122,ACH-000311,NCIH2122
NCIH2126,NCIH2126_LUNG,,,Male,ATCC,3,-3.326931837,Adherent,DMEM:F12 (1:1) + 5% FBS + 2mM L-glutamine + 5ug/ml Insulin+ 0.01mg/ml Transferrin+ 10nM Selenium + 10mM HEPES + 10nM Hydrocortisone + 10nM Beta estradiol,81.3,CVCL_1532,,haematopoietic_and_lymphoid_tissue,Metastasis,Lung Cancer,"Non-Small Cell Lung Cancer (NSCLC), Adenocarcinoma",65,SIDM00775,,lung,NSCLC,NSCLC_adenocarcinoma,,NCI-H2126,ACH-000785,NCIH2126
NCIH2170,NCIH2170_LUNG,,687815,Male,ATCC,3,-3.466151449,Mixed adherent and suspension,RPMI + 10% FBS,85.6,CVCL_1535,1811,lung,Primary,Lung Cancer,"Non-Small Cell Lung Cancer (NSCLC), Squamous Cell Carcinoma",,SIDM00716,,lung,NSCLC,NSCLC_squamous,,NCI-H2170,ACH-000481,NCIH2170
NCIH2171,NCIH2171_LUNG,H2171,688015,Male,ATCC,2,-5.664900176,Adherent,RPMI 1640 + 20% FBS,88,CVCL_1536,1571,pleural_effusion,Metastasis,Lung Cancer,Small Cell Lung Cancer (SCLC),50,SIDM00733,,lung,SCLC,,,NCI-H2171,ACH-000525,NCIH2171
NCIH2172,NCIH2172_LUNG,,1298353,Female,ATCC,2,-4.912010725,Adherent,RPMI + 10% FBS,87,CVCL_1537,1692,lung,Primary,Lung Cancer,"Non-Small Cell Lung Cancer (NSCLC), unspecified",,SIDM00926,,lung,NSCLC,,,NCI-H2172,ACH-000924,NCIH2172
NCIH2196,NCIH2196_LUNG,,908481,Male,ATCC,,,,,,CVCL_1539,916,bone_marrow,Metastasis,Lung Cancer,Small Cell Lung Cancer (SCLC),67,SIDM00731,,lung,SCLC,,,NCI-H2196,ACH-000399,NCIH2196
NCIH2228,NCIH2228_LUNG,,687816,Female,ATCC,,,,,,CVCL_1543,1812,lung,Primary,Lung Cancer,"Non-Small Cell Lung Cancer (NSCLC), Adenocarcinoma",,SIDM00729,,lung,NSCLC,NSCLC_adenocarcinoma,,NCI-H2228,ACH-000447,NCIH2228
NCIH226,NCIH226_LUNG,,905941,Male,ATCC,,,,,,CVCL_1544,1221,pleural_effusion,Metastasis,Lung Cancer,"Non-Small Cell Lung Cancer (NSCLC), Squamous Cell Carcinoma",,SIDM00139,,lung,NSCLC,NSCLC_squamous,,NCI-H226,ACH-000367,NCIH226
NCIH2286,NCIH2286_LUNG,,,Female,ATCC,2,-4.860292889,,DMEM:F12 (1:1) + 10% FBS + 1x Insulin-Transferrin-Selenium,75.6,CVCL_1545,,lung,Primary,Lung Cancer,Small Cell Lung Cancer (SCLC),57,SIDM00017,,lung,SCLC,,,NCI-H2286,ACH-000912,NCIH2286
NCIH2291,NCIH2291_LUNG,,724874,Male,ATCC,3,-3.753967716,Adherent,RPMI + 10% FBS,70.3,CVCL_1546,917,lymph_node,Metastasis,Lung Cancer,"Non-Small Cell Lung Cancer (NSCLC), Adenocarcinoma",,SIDM00728,,lung,NSCLC,NSCLC_adenocarcinoma,,NCI-H2291,ACH-000718,NCIH2291
NCIH23,NCIH23_LUNG,,905942,Male,ATCC,4,-3.486270587,Adherent,RPMI + 10% FBS,81.8,CVCL_1547,2108,lung,Primary,Lung Cancer,"Non-Small Cell Lung Cancer (NSCLC), Adenocarcinoma",51,SIDM00138,,lung,NSCLC,NSCLC_adenocarcinoma,,NCI-H23,ACH-000900,NCIH23
NCIH2342,NCIH2342_LUNG,,687819,Male,ATCC,,,,,,CVCL_1549,1814,lung,Primary,Lung Cancer,"Non-Small Cell Lung Cancer (NSCLC), Adenocarcinoma",55,SIDM00727,,lung,NSCLC,NSCLC_adenocarcinoma,,NCI-H2342,ACH-000951,NCIH2342
NCIH2405,NCIH2405_LUNG,,687821,Male,ATCC,,,,,,CVCL_1551,82,ascites,Metastasis,Lung Cancer,"Non-Small Cell Lung Cancer (NSCLC), Adenocarcinoma",47,SIDM00724,,lung,NSCLC,NSCLC_adenocarcinoma,,NCI-H2405,ACH-000121,NCIH2405
NCIH2444,NCIH2444_LUNG,,1298356,Male,ATCC,,,,,,CVCL_1552,1538,lung,Primary,Lung Cancer,"Non-Small Cell Lung Cancer (NSCLC), unspecified",,SIDM00723,,lung,NSCLC,,,NCI-H2444,ACH-000186,NCIH2444
NCIH2452,NCIH2452_PLEURA,,908462,Male,ATCC,2,-4.021094544,Adherent,RPMI + 10% FBS,85.7,CVCL_1553,624,pleura,Metastasis,Lung Cancer,Mesothelioma,,SIDM00722,,lung,mesothelioma,,,NCI-H2452,ACH-000092,NCIH2452
NCIH28,NCIH28_PLEURA,,908470,Male,ATCC,2,-3.123796787,Adherent,RPMI + 10% FBS,42,CVCL_1555,1199,pleural_effusion,Metastasis,Lung Cancer,Mesothelioma,48,SIDM00720,,lung,mesothelioma,,,NCI-H28,ACH-000648,NCIH28
NCIH322,NCIH322_LUNG,,,Male,ECACC,4,-4.916673467,Adherent,RPMI + 10% FBS+ 2% Glutamine,79.5,CVCL_1556,,lung,Primary,Lung Cancer,"Non-Small Cell Lung Cancer (NSCLC), Adenocarcinoma",52,SIDM00117,,lung,NSCLC,NSCLC_adenocarcinoma,,NCI-H322,ACH-000837,NCIH322
NCIH358,NCIH358_LUNG,,908465,Male,ATCC,2,-3.234493191,Adherent,,95.3,CVCL_1559,1691,lung,Primary,Lung Cancer,"Non-Small Cell Lung Cancer (NSCLC), Adenocarcinoma",,SIDM00718,,lung,NSCLC,NSCLC_adenocarcinoma,,NCI-H358,ACH-000860,NCIH358
NCIH441,NCIH441_LUNG,,908460,Male,ATCC,4,-3.20109744,Adherent,RPMI + 10% FBS,81,CVCL_1561,1815,pericardial_effusion,Metastasis,Lung Cancer,"Non-Small Cell Lung Cancer (NSCLC), Adenocarcinoma",,SIDM00925,,lung,NSCLC,NSCLC_adenocarcinoma,,NCI-H441,ACH-000638,NCIH441
NCIH446,NCIH446_LUNG,,688023,Male,ATCC,2,-2.955700487,Mixed adherent and suspension,RPMI + 10% FBS,82.8,CVCL_1562,1222,pleural_effusion,Metastasis,Lung Cancer,Small Cell Lung Cancer (SCLC),61,SIDM00965,,lung,SCLC,,,NCI-H446,ACH-000800,NCIH446
NCIH460,NCIH460_LUNG,,905943,Male,ATCC,2,-3.179589726,Adherent,RPMI + 10% FBS,83.1,CVCL_0459,2146,pleural_effusion,Metastasis,Lung Cancer,"Non-Small Cell Lung Cancer (NSCLC), Large Cell Carcinoma",,SIDM00144,,lung,NSCLC,NSCLC_large_cell,,NCI-H460,ACH-000463,NCIH460
NCIH508,NCIH508_LARGE_INTESTINE,,908442,Male,ATCC,0,-0.325872007,,RPMI + 10% FBS,,CVCL_1564,35,abdomen,Metastasis,Colon/Colorectal Cancer,Caecum Adenocarcinoma,55,SIDM00777,,colorectal,caecum_adenocarcinoma,,,NCI-H508,ACH-000360,NCIH508
NCIH510,NCIH510_LUNG,,753605,Male,ATCC,,,,,,CVCL_1565,919,autonomic_ganglia,Metastasis,Lung Cancer,Small Cell Lung Cancer (SCLC),56,SIDM00927,,lung,SCLC,,,NCI-H510,ACH-000871,NCIH510
NCIH520,NCIH520_LUNG,,908443,Male,ATCC,3,-2.777345854,Adherent,RPMI + 10% FBS,86.6,CVCL_1566,2200,lung,Primary,Lung Cancer,"Non-Small Cell Lung Cancer (NSCLC), Squamous Cell Carcinoma",,SIDM01130,,lung,NSCLC,NSCLC_squamous,,NCI-H520,ACH-000395,NCIH520
NCIH522,NCIH522_LUNG,,905944,Male,ATCC,2,-3.963724217,,RPMI + 10% FBS,73.3,CVCL_1567,1224,lung,Primary,Lung Cancer,"Non-Small Cell Lung Cancer (NSCLC), Adenocarcinoma",60,SIDM00116,,lung,NSCLC,NSCLC_adenocarcinoma,,NCI-H522,ACH-000343,NCIH522
NCIH524,NCIH524_LUNG,,908483,Male,ATCC,,,,,,CVCL_1568,2147,lymph_node,Metastasis,Lung Cancer,Small Cell Lung Cancer (SCLC),63,SIDM01129,,lung,SCLC,,,NCI-H524,ACH-000816,NCIH524
NCIH526,NCIH526_LUNG,,688025,Male,ATCC,2,-3.009066672,Suspension,RPMI + 10% FBS,77.6,CVCL_1569,1380,bone_marrow,Metastasis,Lung Cancer,Small Cell Lung Cancer (SCLC),55,SIDM01128,,lung,SCLC,,,NCI-H526,ACH-000767,NCIH526
NCIH647,NCIH647_LUNG,,1240191,Male,ATCC,2,-3.102154265,Adherent,RPMI + 10% FBS,89,CVCL_1574,955,pleural_effusion,Metastasis,Lung Cancer,"Non-Small Cell Lung Cancer (NSCLC), Adenosquamous Carcinoma",56,SIDM01125,,lung,NSCLC,NSCLC_adenosquamous,,NCI-H647,ACH-000378,NCIH647
NCIH650,NCIH650_LUNG,,722066,Male,ATCC,,,,,,CVCL_1575,1539,lung,Metastasis,Lung Cancer,"Non-Small Cell Lung Cancer (NSCLC), Adenocarcinoma",,SIDM01124,,lung,NSCLC,NSCLC_adenocarcinoma,,NCI-H650,ACH-000945,NCIH650
NCIH660,NCIH660_PROSTATE,,1330975,Male,ATCC,,,,,,CVCL_1576,87,lymph_node,Metastasis,Prostate Cancer,Small Cell Carcinoma,63,SIDM01123,,prostate,prostate_small_cell,,,NCI-H660,ACH-000177,NCIH660
NCIH661,NCIH661_LUNG,,687829,Male,ATCC,2,-4.40138482,Adherent,RPMI + 10% FBS,84.8,CVCL_1577,107,lymph_node,Metastasis,Lung Cancer,"Non-Small Cell Lung Cancer (NSCLC), Large Cell Carcinoma",43,SIDM01122,,lung,NSCLC,NSCLC_large_cell,,NCI-H661,ACH-000853,NCIH661
NCIH69,NCIH69_LUNG,,688027,Male,ATCC,,,,,,CVCL_1579,1016,pleural_effusion,Metastasis,Lung Cancer,Small Cell Lung Cancer (SCLC),55,SIDM01121,,lung,SCLC,,,NCI-H69,ACH-000358,NCIH69
NCIH716,NCIH716_LARGE_INTESTINE,,908458,Male,ATCC,3,-2.708090973,Adherent,RPMI + 10% FBS,92,CVCL_1581,649,ascites,Metastasis,Colon/Colorectal Cancer,Adenocarcinoma,33,SIDM00779,,colorectal,colorectal_adenocarcinoma,,,NCI-H716,ACH-000491,NCIH716
NCIH727,NCIH727_LUNG,,724855,Female,ATCC,2,-4.669896116,Adherent,RPMI + 10% FBS,67.8,CVCL_1584,341,lung,Primary,Lung Cancer,Carcinoid,65,SIDM01119,,lung,lung_carcinoid,,,NCI-H727,ACH-000775,NCIH727
NCIH747,NCIH747_LARGE_INTESTINE,,908457,Male,ATCC,3,-3.451213522,Adherent,RPMI + 10% FBS,84.6,CVCL_1587,573,large_intestine,Metastasis,Colon/Colorectal Cancer,Adenocarcinoma,69,SIDM00778,,colorectal,colorectal_adenocarcinoma,,,NCI-H747,ACH-000403,NCIH747
NCIH810,NCIH810_LUNG,,925341,Male,ATCC,,,,,,CVCL_1590,1104,lung,Primary,Lung Cancer,"Non-Small Cell Lung Cancer (NSCLC), Large Cell Carcinoma",51,SIDM01116,,lung,NSCLC,NSCLC_large_cell,,NCI-H810,ACH-000789,NCIH810
NCIH838,NCIH838_LUNG,,910399,Male,ATCC,2,-5.418705963,Adherent,RPMI + 10% FBS,84.8,CVCL_1594,484,lymph_node,Metastasis,Lung Cancer,"Non-Small Cell Lung Cancer (NSCLC), Adenocarcinoma",59,SIDM01150,,lung,NSCLC,NSCLC_adenocarcinoma,,NCI-H838,ACH-000416,NCIH838
NCIH841,NCIH841_LUNG,,1240192,Male,ATCC,2,-3.24715499,,DMEM:F12 (1:1) + 10% FBS + 1ml Insulin-Transferrin-Selenium,55.2,CVCL_1595,1372,lung,Metastasis,Lung Cancer,Small Cell Lung Cancer (SCLC),51,SIDM01134,,lung,SCLC,,,NCI-H841,ACH-000292,NCIH841
NCIH889,NCIH889_LUNG,,,Female,ATCC,,,,,,CVCL_1598,,lymph_node,Metastasis,Lung Cancer,Small Cell Lung Cancer (SCLC),69,,,lung,SCLC,,,NCI-H889,ACH-000297,NCIH889
NCIH929,NCIH929_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,724825,Female,ATCC,,,,,,CVCL_1600,1230,pleural_effusion,Metastasis,Myeloma,"Multiple Myeloma, plasmacytoma",62,SIDM01148,,plasma_cell,multiple_myeloma,plasmacytoma,,NCI-H929,ACH-000050,NCIH929
NCIN87,NCIN87_STOMACH,,908461,Male,ATCC,2,-1.900747183,Adherent,RPMI + 10% FBS,50.8,CVCL_1603,88,liver,Metastasis,Gastric Cancer,"Adenocarcinoma, tubular",,SIDM01147,,gastric,gastric_adenocarcinoma,tubular,,NCI-N87,ACH-000427,NCIN87
NCO2,NCO2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,,Female,HSRRB,2,-3.933579675,,RPMI + 10% FBS,55,CVCL_3043,,haematopoietic_and_lymphoid_tissue,,Leukemia,Chronic Myelogenous Leukemia (CML),35,,,blood,CML,,,NCO2,ACH-000076,NCO2
NH6,NH6_AUTONOMIC_GANGLIA,,,Female,HSRRB,0,-1.129270003,Mixed adherent and suspension,RPMI + 10% FBS,45,CVCL_1606,,autonomic_ganglia,Metastasis,Neuroblastoma,,0.75,,,peripheral_nervous_system,neuroblastoma,,MYCN_amp,NH-6,ACH-000203,NH6
NMCG1,NMCG1_CENTRAL_NERVOUS_SYSTEM,,908449,Female,HSRRB,2,-2.107387201,Adherent,DMEM + 10% FBS,68.6,CVCL_1608,650,central_nervous_system,Primary,Brain Cancer,Glioblastoma,,SIDM00575,,central_nervous_system,glioma,glioblastoma,,NMC-G1,ACH-000200,NMCG1
NOMO1,NOMO1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,908451,Female,HSRRB,2,-2.180197649,Adherent,RPMI + 10% FBS,82.2,CVCL_1609,297,bone_marrow,Primary,Leukemia,"Acute Myelogenous Leukemia (AML), M5 (Eosinophilic/Monocytic)",31,SIDM00580,,blood,AML,M5,,NOMO-1,ACH-000168,NOMO1
NUDHL1,NUDHL1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,,Male,DSMZ,,,,,,CVCL_1876,,lymph_node,Metastasis,Lymphoma,Diffuse Large B-cell Lymphoma (DLBCL),73,,,lymphocyte,non_hodgkin_lymphoma,DLBCL,,NU-DHL-1,ACH-000388,NUDHL1
NUDUL1,NUDUL1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,1330982,Male,DSMZ,0,-1.006894235,,RPMI + 15% FBS,84,CVCL_1877,95,central_nervous_system,,Lymphoma,Diffuse Large B-cell Lymphoma (DLBCL),43,SIDM00443,,lymphocyte,non_hodgkin_lymphoma,DLBCL,,NU-DUL-1,ACH-000287,NUDUL1
NUGC3,NUGC3_STOMACH,,908455,Male,JHSF,2,-4.679096976,,RPMI + 10% FBS,83.8,CVCL_1612,1251,soft_tissue,Metastasis,Gastric Cancer,Adenocarcinoma,72,SIDM00572,,gastric,gastric_adenocarcinoma,,,NUGC-3,ACH-000911,NUGC3
NUGC4,NUGC4_STOMACH,,1298357,Female,RIKEN,0,-0.718576932,,RPMI + 10% FBS,60.1,CVCL_3082,941,lymph_node,Metastasis,Gastric Cancer,Adenocarcinoma,35,SIDM00570,,gastric,gastric_adenocarcinoma,diffuse_gastric,,NUGC-4,ACH-000674,NUGC4
OAW28,OAW28_OVARY,,946360,Female,ECACC,2,-4.532444873,Adherent,DMEM + 10% FBS,50.1,CVCL_1614,173,ascites,Metastasis,Ovarian Cancer,"Adenocarcinoma, high grade serous",,SIDM00481,,ovary,ovary_adenocarcinoma,high_grade_serous,,OAW28,ACH-000116,OAW28
OAW42,OAW42_OVARY,,910548,Female,ECACC,,,,,,CVCL_1615,782,ascites,Metastasis,Ovarian Cancer,Carcinoma,,SIDM00480,,ovary,ovary_carcinoma,,,OAW42,ACH-000704,OAW42
OC314,OC314_OVARY,,909257,Female,ICLC,,,,,,CVCL_1616,896,ascites,Metastasis,Ovarian Cancer,"Cystadenocarcinoma, clear cell",39,SIDM00220,,ovary,ovary_adenocarcinoma,clear_cell,,OC 314,ACH-000962,OC314
OCIAML2,OCIAML2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,910947,Male,DSMZ,2,-3.664015684,,AlphaMEM + 20% FBS,57.9,CVCL_1619,749,haematopoietic_and_lymphoid_tissue,Primary,Leukemia,"Acute Myelogenous Leukemia (AML), M4 (Myelomonocytic)",65,SIDM00446,,blood,AML,M4,,OCI-AML2,ACH-000113,OCIAML2
OCIAML3,OCIAML3_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,1290455,Male,DSMZ,2,-1.989160656,,AlphaMEM + 20% FBS,51.6,CVCL_1844,355,haematopoietic_and_lymphoid_tissue,Primary,Leukemia,"Acute Myelogenous Leukemia (AML), M4 (Myelomonocytic)",57,SIDM00462,,blood,AML,M4,,OCI-AML3,ACH-000336,OCIAML3
OCIAML5,OCIAML5_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,1330983,Male,DSMZ,,,,,,CVCL_1620,2130,haematopoietic_and_lymphoid_tissue,Primary,Leukemia,Acute Myelogenous Leukemia (AML),77,SIDM00461,,blood,AML,,,OCI-AML5,ACH-000065,OCIAML5
OCILY19,OCILY19_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,1330984,Female,DSMZ,0,-0.185251007,Suspension,,99,CVCL_1878,1972,bone_marrow,Primary,Lymphoma,Diffuse Large B-cell Lymphoma (DLBCL),27,SIDM00460,,lymphocyte,non_hodgkin_lymphoma,DLBCL,,OCI-LY-19,ACH-000124,OCILY19
OCILY3,OCILY3_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,,Male,Academic lab,,,,,,CVCL_8800,,bone_marrow,Primary,Lymphoma,Diffuse Large B-cell Lymphoma (DLBCL),,,,lymphocyte,non_hodgkin_lymphoma,DLBCL,,OCI-LY3,ACH-000158,OCILY3
OCIM1,OCIM1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,1330985,Unknown,DSMZ,0,-0.704424966,,IMDM + 10% FBS,,CVCL_2149,1679,haematopoietic_and_lymphoid_tissue,,Leukemia,"Acute Myelogenous Leukemia (AML), M6 (Erythroleukemia)",62,SIDM00458,,blood,AML,M6,,OCI-M1,ACH-000751,OCIM1
OCUM1,OCUM1_STOMACH,,1298358,Female,HSRRB,2,-3.157578323,,DMEM + 10% FBS,84.5,CVCL_3084,1712,stomach,Metastasis,Gastric Cancer,Adenocarcinoma,38,SIDM00568,,gastric,gastric_adenocarcinoma,diffuse_gastric,,OCUM-1,ACH-000247,OCUM1
OE19,OE19_OESOPHAGUS,,910079,Male,HPACC,,,,,,CVCL_1622,1664,oesophagus,Primary,Esophageal Cancer,Squamous Cell Carcinoma,72,SIDM00479,,esophagus,esophagus_squamous,laryngeal,,OE-19,ACH-000679,OE19
OE21,OE21_OESOPHAGUS,,1298359,Male,HPACC,2,-3.993280183,Adherent,RPMI + 10% FBS,84.6,CVCL_2661,2152,oesophagus,Primary,Esophageal Cancer,Squamous Cell Carcinoma,74,SIDM00478,,esophagus,esophagus_squamous,,,OE21,ACH-000544,OE21
OE33,OE33_OESOPHAGUS,,910549,Female,HPACC,2,-3.507422613,Adherent,RPMI + 10% FBS,89.6,CVCL_0471,1554,oesophagus,Primary,Esophageal Cancer,Adenocarcinoma,73,SIDM00477,,esophagus,esophagus_adenocarcinoma,,,OE33,ACH-000383,OE33
ONCODG1,ONCODG1_OVARY,,,Female,DSMZ,2,-5.319862199,,RPMI + 10% FBS,92,CVCL_1882,,ascites,Metastasis,Ovarian Cancer,"Adenocarcinoma, high grade serous",60,SIDM00093,,ovary,ovary_adenocarcinoma,high_grade_serous,,ONCO-DG-1,ACH-000013,ONCODG1
ONS76,ONS76_CENTRAL_NERVOUS_SYSTEM,,909248,Female,HSRRB,2,-2.743128252,,RPMI + 10% FBS,93.5,CVCL_1624,67,central_nervous_system,Primary,Brain Cancer,Medulloblastoma,2,SIDM00567,,central_nervous_system,medulloblastoma,,non_MYC,ONS-76,ACH-000776,ONS76
OPM2,OPM2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,909249,Female,DSMZ,2,-3.992180718,Suspension,RPMI + 10% FBS,71.9,CVCL_1625,112,haematopoietic_and_lymphoid_tissue,Primary,Myeloma,Multiple Myeloma,56,SIDM00457,,plasma_cell,multiple_myeloma,,,OPM-2,ACH-000024,OPM2
OSRC2,OSRC2_KIDNEY,,909250,Male,RIKEN,2,-4.238485876,,RPMI + 10% FBS,80.6,CVCL_1626,1674,kidney,Primary,Kidney Cancer,Renal Cell Carcinoma,,SIDM00239,,kidney,renal_cell_carcinoma,,,OS-RC-2,ACH-000159,OSRC2
OUMS23,OUMS23_LARGE_INTESTINE,,,Male,HSRRB,3,-3.318192974,,DMEM + 10% FBS,79.1,CVCL_3088,,pericardial_effusion,Metastasis,Colon/Colorectal Cancer,Adenocarcinoma,,SIDM00036,,colorectal,colorectal_adenocarcinoma,,,OUMS-23,ACH-000296,OUMS23
OV56,OV56_OVARY,,1480362,Female,ECACC,,,,,,CVCL_2673,686,ascites,Metastasis,Ovarian Cancer,"Adenocarcinoma, serous",46,SIDM00475,,ovary,ovary_adenocarcinoma,serous,,OV56,ACH-000091,OV56
OV7,OV7_OVARY,,1480360,Female,ECACC,2,-2.862581708,Adherent,DMEM:F12 (1:1) + 5% FBS + 2mM L-glutamine + 10ug/ml Insulin + 0.5ug/ml Hydrocortisone,87.3,CVCL_2675,1985,ovary,Primary,Ovarian Cancer,"Adenocarcinoma, mixed",78,SIDM00474,,ovary,ovary_adenocarcinoma,mixed_serous_clear_cell,,OV7,ACH-000688,OV7
OV90,OV90_OVARY,,1240197,Female,ATCC,2,-4.763278943,Adherent,MCDB 105:Medium 199 (1:1) + 10% FBS + 1.5g/l Sodium bicarbonate,87.6,CVCL_3768,1327,ascites,Metastasis,Ovarian Cancer,"Adenocarcinoma, high grade serous",64,SIDM01141,,ovary,ovary_adenocarcinoma,high_grade_serous,,OV-90,ACH-000291,OV90
OVCAR4,OVCAR4_OVARY,,905990,Female,NCI/DCTD,,,,,,CVCL_1627,606,ascites,Metastasis,Ovarian Cancer,"Adenocarcinoma, high grade serous",42,SIDM00092,,ovary,ovary_adenocarcinoma,high_grade_serous,,OVCAR-4,ACH-000617,OVCAR4
OVCAR5,OVCAR5_OVARY,,905969,Female,Academic lab,2,-6.349089724,Adherent,RPMI + 5% FBS,83.5,CVCL_1628,1858,ascites,Metastasis,Ovarian Cancer,"Adenocarcinoma, high grade serous",,SIDM00091,,ovary,ovary_adenocarcinoma,high_grade_serous,,OVCAR-5,ACH-001151,OVCAR5
OVCAR8,OVCAR8_OVARY,,905991,Female,NCI/DCTD,3,-5.062758153,,RPMI + 10% FBS,60.2,CVCL_1629,2131,ovary,Primary,Ovarian Cancer,"Adenocarcinoma, high grade serous",64,SIDM00090,,ovary,ovary_adenocarcinoma,high_grade_serous,,OVCAR-8,ACH-000696,OVCAR8
OVISE,OVISE_OVARY,,1240198,Female,HSRRB,3,-5.804772285,,RPMI + 10% FBS,68.2,CVCL_3116,358,bone,Metastasis,Ovarian Cancer,"Adenocarcinoma, clear cell",40,SIDM00564,,ovary,ovary_adenocarcinoma,clear_cell,,OVISE,ACH-000527,OVISE
OVK18,OVK18_OVARY,,1480371,Female,RIKEN,3,-4.4573856,Adherent,MEM + 10% FBS,82.3,CVCL_3770,200,ascites,Metastasis,Ovarian Cancer,"Adenocarcinoma, endometrioid",,SIDM00238,,ovary,ovary_adenocarcinoma,endometrioid,,OVK18,ACH-000947,OVK18
OVSAHO,OVSAHO_OVARY,,,Female,HSRRB,,,,,,CVCL_3114,,abdomen,Metastasis,Ovarian Cancer,"Adenocarcinoma, high grade serous",56,,,ovary,ovary_adenocarcinoma,high_grade_serous,,OVSAHO,ACH-000409,OVSAHO
OVTOKO,OVTOKO_OVARY,,1298365,Female,HSRRB,2,-3.336606424,Adherent,RPMI + 10% FBS,57.1,CVCL_3117,1095,spleen,Metastasis,Ovarian Cancer,"Adenocarcinoma, clear cell",78,SIDM00425,,ovary,ovary_adenocarcinoma,clear_cell,,OVTOKO,ACH-000663,OVTOKO
P12ICHIKAWA,P12ICHIKAWA_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,909251,Male,DSMZ,,,,,,CVCL_1630,2153,haematopoietic_and_lymphoid_tissue,,Leukemia,"Acute Lymphoblastic Leukemia (ALL), T-cell",7,SIDM00463,,blood,ALL,t_cell,,P12-ICHIKAWA,ACH-000372,P12ICHIKAWA
P31FUJ,P31FUJ_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,909253,Male,HSRRB,3,-3.622506348,,RPMI + 10% FBS,87.6,CVCL_1632,642,haematopoietic_and_lymphoid_tissue,,Leukemia,"Acute Myelogenous Leukemia (AML), M5 (Eosinophilic/Monocytic)",,SIDM00363,,blood,AML,M5,,P31/FUJ,ACH-000770,P31FUJ
P3HR1,P3HR1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,,Male,ATCC,,,,,,CVCL_2676,,ascites,,Lymphoma,"B-cell, Non-Hodgkins, Burkitts",7,SIDM01254,,lymphocyte,non_hodgkin_lymphoma,b_cell_burkitt,,P3HR-1,ACH-000707,P3HR1
PANC0203,PANC0203_PANCREAS,,1298475,Female,ATCC,4,-3.342296516,Adherent,RPMI + 10% FBS + 1mM Sodium pyruvate,88.9,CVCL_1633,1838,pancreas,Primary,Pancreatic Cancer,"Ductal Adenocarcinoma, exocrine",70,SIDM01139,,pancreas,exocrine,exocrine_adenocarcinoma,,PANC 02.03,ACH-000042,PANC0203
PANC0327,PANC0327_PANCREAS,,925346,Female,ATCC,,,,,,CVCL_1635,1873,pancreas,Primary,Pancreatic Cancer,"Ductal Adenocarcinoma, exocrine",65,SIDM01138,,pancreas,exocrine,exocrine_adenocarcinoma,,PANC 03.27,ACH-000139,PANC0327
PANC0403,PANC0403_PANCREAS,,1298476,Male,ATCC,4,-5.394009345,Adherent,RPMI + 15% FBS + 20ug/ml Insulin,83.1,CVCL_1636,2123,pancreas,Primary,Pancreatic Cancer,"Ductal Adenocarcinoma, exocrine",70,SIDM01137,,pancreas,exocrine,exocrine_adenocarcinoma,,PANC 04.03,ACH-000235,PANC0403
